arg_id,prev_arg_id,arg,error
Depth5_702,Depth4_538,"A university is essentially selling a degree as a product that will make you more employable in a particular area. Therefore, I do think it is the responsibility of a university to provide this informaiton and advice. It is not schools who are being paid the tuition fee of the degree. The provider of the degree (i.e. the university) should explain what the worth of the degree is for a student's future prospects.",y
Depth5_703,Depth4_538,"Students should be told about all career options throughout education, but also university should be accessible and affordable for people from all backgrounds. ",
Depth5_704,Depth4_545,"This does not matter. Just because you are an adult, does not mean you should be financial stable. No one is.",
Depth5_705,Depth4_545,so we want to encourage a society of burdens,
Depth5_706,Depth4_545,Not everyone has that sort of money to pay off a loan. It’s hard to know whether paying the loan off early is worth it when you are on a low salary,
Depth5_707,Depth4_545,They shouldn’t go into higher education if they don’t understand the money side. They need to afford the bill at the end of the day as they are given a service (education),
Depth5_708,Depth4_545,It is unfair for anyone to have a significant debt hanging over their head for a long time for completing an education that I believe everybody is entitled to. There are many reasons people might be in a financial situation that means they cannot pay the loan back,
Depth5_709,Depth4_545,"Young people are not told enough about interest rates, student debt or repayments before starting university, and education should not be an unreasonable cost or burden for anyone. ",
Depth5_710,Depth4_500,I don't think it is manageable at all. It basically hangs over your head forever whilst you struggle to pay taxes.,
Depth5_711,Depth4_500,You won’t have to pay back any unless you get a well paying job,
Depth5_712,Depth4_500,Affordable' is a very subjective term; some people will not find it affordable. The fact that loans can be written off after a certain amount of time may put people off seeking higher-paid employment.,
Depth5_713,Depth4_500,The loans won't be written off and that burden could go on for that students entire lifetime,
Depth5_714,Depth4_500,"University fees may discourage those who have no means of paying off the loans, abolishing fees would mean everyone has an equal opportunity ",
Depth5_715,Depth4_516,"However, it is not always easy to balance. Give them a break. The majority of careers require an advanced qualification, especially if someone wants to become a doctor.",
Depth5_716,Depth4_516,That excludes low income people from university and creates an unbalanced society ,
Depth5_717,Depth4_516,"These days it has become a standard requirement to have a University education, not an advantage. The job market is poor, and many young people feel pressured into going to University.",
